Bunny ID,GRID,GPS ,Date GPS On,Time GPS On,GPS Schedule,GPS Delay,Date on Bunny,Time on Bunny,Date Off Bunny,Time off Bunny,Date GPS OFF,Time GPS Off
24271,Chadbear,AI,20-Oct-16,17:26:23,30,12 HRS,21-Oct-16,0:26,24-Dec-16,21:37,05-Jan-17,already off
23903,Jo,ME,24-Oct-16,20:33:07,30,12 HRS,24-Oct-16,23:42,25-Nov-16,20:22,26-Nov-16,13:26:37
23818,Jo,MM,24-Oct-16,17:24:25,30,12 HRS,24-Oct-16,22:24,unknown mort,unknown,24-Jan-17,Already off
23788,Jo,AZ,24-Oct-16,17:26:58,30,12 HRS,24-Oct-16,23:37,17-Dec-16,21:19,18-Dec-16,already off
22890,Jo,AU,24-Oct-16,20:12:35,30,12 HRS,24-Oct-16,22:42,25-Nov-16,20:01,26-Nov-16,12:51:01
23717,Kloo,MR,30-Oct-16,17:31:56,30,12 HRS,30-Oct-16,23:07,01-Mar-17,23:18,05-Mar-17,already off
22705,Kloo,AO,30-Oct-16,17:34:19,30,12 HRS,30-Oct-16,22:07,26-Nov-16,20:09,29-Nov-16,12:58:49
22130,Kloo,AF,30-Oct-16,17:35:58,30,12 HRS,30-Oct-16,22:10,02-Jan-17,20:30,05-Jan-16,already off
23967,Jo,AP,31-Oct-16,14:36:06,30,12 HRS,31-Oct-16,22:55,17-Dec-16,20:59,18-Dec-16,already off
23896,Jo,NE,31-Oct-16,14:32:56,30,12 HRS,31-Oct-16,21:56,17-Dec-16,20:13,18-Dec-16,already off
23865,Jo,MK,31-Oct-16,14:35:05,30,12 HRS,31-Oct-16,21:50,17-Dec-16,19:53,18-Dec-16,already off
23713,Jo,AA,31-Oct-16,14:29:16,30,12 HRS,31-Oct-16,22:24,25-Nov-16,20:56,26-Nov-16,12:57:38
23682,Jo,MG,31-Oct-16,14:37:09,30,12 HRS,31-Oct-16,21:38,25-Nov-16,19:52,26-Nov-16,13:40:53
23641,Jo,MH,31-Oct-16,14:31:06,30,12 HRS,31-Oct-16,23:05,05-Nov-16,21:55,09-Nov-16,15:25:34
22847,Kloo,BD,02-Nov-16,20:00:33,30,12 HRS,02-Nov-16,~23:59,30-Jan-17,10:25,01-Feb-17,already off
22855,Kloo,MF,02-Nov-16,19:58:39,30,12 HRS,03-Nov-16,0:23,30-Mar-17,3:40,14-Apr-17,already off
24247,Kloo,AD,02-Nov-16,19:59:44,30,12 HRS,04-Nov-16,21:00,,,,
22724,Kloo,NF,02-Nov-16,19:57:44,30,12 HRS,04-Nov-16,21:10,30-Jan-17,10:30,01-Feb-17,already off
23994,Jo,BC,05-Nov-16,15:15:55,30,12 HRS,05-Nov-16,21:32,17-Dec-16,20:17,18-Dec-16,already off
23731,Jo,AX,05-Nov-16,15:18:09,30,12 HRS,05-Nov-16,22:06,17-Dec-16,20:20,18-Dec-16,16:10:52
23697,Jo,MA,05-Nov-16,15:21:38,30,12 HRS,05-Nov-16,21:27,17-Dec-16,21:28,18-Dec-16,already off
23641,Jo,MV,05-Nov-16,16:12:03,30,12 HRS,05-Nov-16,21:55,08-Jan-17,21:00,09-Jan-17,already off
22813,Jo,NH,05-Nov-16,15:19:36,30,12 HRS,05-Nov-16,22:21,08-Jan-17,20:34,09-Jan-17,11:02:29
24317,Jo,NA,11-Nov-16,20:27:50,30,12 HRS,12-Nov-16,20:38,08-Jan-17,21:39,09-Jan-17,9:01:20
23942,Jo,MZ,11-Nov-16,20:24:25,30,12 HRS,12-Nov-16,21:04,20-Nov-16,14:15,20-Nov-16,16:05:01
23615,Jo,MT,11-Nov-16,20:26:11,30,12 HRS,12-Nov-16,20:59,05-Dec-16,~14:00,05-Dec-16,16:41:16
23652,Kloo,FU,13-Nov-16,19:03:35,30,12 HRS,14-Nov-16,21:25,29-Jan-17,~15:00,30-Jan-17,15:27:14
22717,Kloo,AQ,13-Nov-16,19:04:14,30,12 HRS,14-Nov-16,20:38,02-Jan-17,21:24,05-Jan-16,already off
23903,Jo,BG,25-Nov-16,14:36:07,30,12 HRS,25-Nov-16,20:22,16-Apr-17,2:24,16-Apr-17,already off
23713,Jo,MZ,25-Nov-16,14:37:13,30,12 HRS,25-Nov-16,20:56,10-Jan-17,21:20,13-Jan-17,already off
23682,Jo,PU,25-Nov-16,14:39:32,30,12 HRS,25-Nov-16,19:52,08-Jan-17,21:45,09-Jan-17,10:39:47
23679,Jo,MH,25-Nov-16,14:35:11,30,12 HRS,25-Nov-16,19:52,18-Dec-16,~15:00,18-Dec-16,18:53:59
23307,Jo,BF,25-Nov-16,14:34:04,30,12 HRS,25-Nov-16,20:22,15-Dec-16,~14:00,15-Dec-16,17:36:33
22890,Jo,MP,25-Nov-16,14:38:05,30,12 HRS,25-Nov-16,20:01,08-Jan-17,21:23,09-Jan-17,already off
23290,Kloo,AU,26-Nov-16,14:03:05,30,12 HRS,26-Nov-16,19:53,29-Jan-17,~15:00,30-Jan-17,15:23:12
22705,Kloo,AM,26-Nov-16,14:03:51,30,12 HRS,26-Nov-16,20:09,08-Dec-16,~13:00,08-Dec-16,16:14:48
B2819,KLOO,BG,25-Nov-15,18:24:23,30,12 HRS,27-Nov-16,21:17,23-Jan-16,21:35,24-Jan-15,already off
22821,Kloo,AO,01-Dec-16,16:48:49,30,12 HRS,03-Dec-16,20:12,02-Jan-17,20:53,05-Jan-16,already off
23994,Jo,AC,17-Dec-16,10:52:26,30,12 HRS,17-Dec-16,20:17,08-Jan-17,21:54,09-Jan-17,already off
23967,Jo,BF,17-Dec-16,10:47:55,30,12 HRS,17-Dec-16,20:59,09-Feb-17,22:10,11-Feb-17,already off
23896,Jo,AM,17-Dec-16,10:53:41,30,12 HRS,17-Dec-16,20:13,15-Jan-17,~15:00,24-Jan-17,already off
23865,Jo,AA,17-Dec-16,10:55:23,30,12 HRS,17-Dec-16,19:53,10-Jan-17,20:45,13-Jan-17,8:33:04
23788,Jo,MG,17-Dec-16,11:02:13,30,12 HRS,17-Dec-16,21:19,23-Mar-17,18:30,23-Mar-17,already off
23734,Jo,MT,17-Dec-16,10:44:35,30,12 HRS,17-Dec-16,20:32,29-Mar-17,0:37,29-Mar-17,already off
23731,Jo,NC,17-Dec-16,10:45:49,30,12 HRS,17-Dec-16,20:20,10-Jan-17,20:49,13-Jan-17,9:09:03
23697,Jo,BH,17-Dec-16,10:50:01,30,12 HRS,17-Dec-16,21:28,16-Apr-17,1:19,16-Apr-17,already off
22873,Jo,AH,17-Dec-16,11:00:41,30,12 HRS,17-Dec-16,20:27,09-Feb-17,22:00,11-Feb-17,already off
24194,Chadbear,MA,19-Dec-16,19:48:43,30,12 HRS,21-Dec-16,20:30,25-Jan-17,10:15,27-Jan-17,already off
24187,Chadbear,NG,19-Dec-16,19:45:14,30,12 HRS,21-Dec-16,20:35,16-Jan-17,~21:10,23-Jan-17,already off
24498,Kloo,BC,19-Dec-16,19:53:11,30,12 HRS,23-Dec-16,22:15,14-Jan-17,21:04,24-Jan-17,already off
24242,Leroy,AZ,19-Dec-16,19:46:26,30,12 HRS,23-Dec-16,21:40,16-Jan-17,21:05,23-Jan-17,18:35:13
24271,Kloo,AP,19-Dec-16,19:54:04,30,12 HRS,24-Dec-16,21:37,08-May-17,lost card,09-May-17,already off
24224,Chadbear,AK,19-Dec-16,19:43:47,30,12 HRS,24-Dec-16,21:30,30-Jan-17,10:50,01-Feb-17,16:28:07
22821,Kloo,NE,30-Dec-16,10:47:51,30,12 HRS,02-Jan-17,20:53,10-Jan-17,~15:30,13-Jan-17,8:17:03
22717,Kloo,MS,30-Dec-16,10:37:13,30,12 HRS,02-Jan-17,21:24,15-Jan-17,~15:00,24-Jan-17,16:47:38
22130,Kloo,HC,30-Dec-16,10:32:20,30,12 HRS,02-Jan-17,20:30,29-Jan-17,~15:00,30-Jan-17,already off
24317,Jo,AQ,07-Jan-17,10:20:25,30,12 HRS,08-Jan-17,21:39,09-Feb-17,22:40,11-Feb-17,12:58:01
23994,Jo,AX,07-Jan-17,10:26:33,30,12 HRS,08-Jan-17,21:54,21-Mar-17,16:00,21-Mar-17,already off
23906,Jo,MH,07-Jan-17,10:23:37,30,12 HRS,08-Jan-17,21:11,09-Feb-17,21:30,11-Feb-17,already off
23682,Jo,MK,07-Jan-17,10:18:10,30,12 HRS,08-Jan-17,21:45,29-Mar-17,1:40,29-Mar-17,already off
23641,Jo,AO,07-Jan-17,10:25:34,30,12 HRS,08-Jan-17,21:00,09-Feb-17,22:30,11-Feb-17,12:20:32
23617,Jo,AF,07-Jan-17,11:00:05,30,12 HRS,08-Jan-17,21:20,25-Feb-17,22:40,26-Feb-17,already off
22890,Jo,AS,07-Jan-17,10:28:36,30,12 HRS,08-Jan-17,21:23,09-Feb-17,20:57,11-Feb-17,12:29:40
22813,Jo,AI,07-Jan-17,10:22:20,30,12 HRS,08-Jan-17,20:34,25-Feb-17,22:17,26-Feb-17,already off
23962,Jo,NH,10-Jan-17,8:57:02,30,12 HRS,10-Jan-17,21:13,09-Feb-17,22:25,11-Feb-17,13:59:55
23865,Jo,AC,10-Jan-17,9:01:17,30,12 HRS,10-Jan-17,20:45,09-Feb-17,21:12,11-Feb-17,already off
23731,Jo,MP,10-Jan-17,8:53:23,30,12 HRS,10-Jan-17,20:49,09-Feb-17,21:19,11-Feb-17,12:42:43
23713,Jo,NA,10-Jan-17,9:00:22,30,12 HRS,10-Jan-17,21:20,24-Feb-17,~14:00,26-Feb-17,12:06:22
24498,Kloo,MV,10-Jan-17,8:55:13,30,12 HRS,14-Jan-17,21:04,31-Jan-17,10:50,01-Feb-17,16:08:49
24242,Leroy,AA,14-Jan-17,15:59:49,30,12 HRS,16-Jan-17,21:05,25-Jan-17,10:00,27-Jan-17,16:49:52
24187,Chadbear,NE,14-Jan-17,16:01:13,30,12 HRS,16-Jan-17,21:10,26-Apr-17,12:40,01-May-17,Already off
22109,Kloo,NB,10-Jan-17,8:58:21,30,12 HRS,16-Jan-17,0:10,31-Jan-17,10:45,01-Feb-17,15:32:29
24242,Leroy,NI,24-Jan-17,21:24:07,30,12 HRS,25-Jan-17,~20:00,12-Feb-17,~12:30,13-Feb-17,10:59:51
24194,Chadbear,AR,24-Jan-17,21:26:58,30,12 HRS,25-Jan-17,~20:00,29-Apr-17,1:35,29-Apr-17,Already off
23652,Kloo,AZ,24-Jan-17,21:31:15,30,12 HRS,29-Jan-17,~20:00,07-Feb-17,~13:30,09-Feb-17,10:23:15
23290,Kloo,NG,27-Jan-17,18:05:03,30,12 HRS,29-Jan-17,~20:00,30-Mar-17,2:13,15-Apr-17,already off
22130,Kloo,MS,24-Jan-17,21:20:25,30,12 HRS,29-Jan-17,~21:00,01-Mar-17,22:35,05-Mar-17,21:40:33
24224,Chadbear,AA,27-Jan-17,18:09:56,30,12 HRS,30-Jan-17,~21:00,,,,
22847,Kloo,BC,27-Jan-17,17:58:38,30,12 HRS,30-Jan-17,~21:00,30-Mar-17,2:37,15-Apr-17,already off
22724,Kloo,MA,27-Jan-17,18:07:33,30,12 HRS,30-Jan-17,~21:00,01-Mar-17,23:12,05-Mar-17,21:53:10
24498,Kloo,FU,30-Jan-17,22:28:05,30,12 HRS,31-Jan-17,~21:00,14-Apr-17,1:19,19-Apr-17,10:50:10
24279,Chadbear,AM,30-Jan-17,22:21:42,30,12 HRS,31-Jan-17,~21:00,06-Apr-17,~17:00,17-Apr-17,already off
22109,Kloo,PU,27-Jan-17,18:01:43,30,12 HRS,31-Jan-17,~21:00,29-Mar-17,3:27,07-Apr-17,15:59:15
24317,Jo,AY,09-Feb-17,12:55:36,30,12 HRS,09-Feb-17,22:40,29-Mar-17,1:54,29-Mar-17,already off
23967,Jo,HC,09-Feb-17,13:01:00,30,12 HRS,09-Feb-17,22:10,29-Mar-17,1:27,29-Mar-17,already off
23962,Jo,AK,09-Feb-17,12:53:30,30,12 HRS,09-Feb-17,22:25,29-Mar-17,1:16,29-Mar-17,14:54:09
23906,Jo,NB,09-Feb-17,13:04:25,30,12 HRS,09-Feb-17,21:30,29-Mar-17,0:43,29-Mar-17,already off
23865,Jo,AZ,09-Feb-17,12:56:33,30,12 HRS,09-Feb-17,21:12,29-Mar-17,1:00,29-Mar-17,16:22:45
23731,Jo,NF,09-Feb-17,12:59:41,30,12 HRS,09-Feb-17,21:19,19-Feb-17,~14:00,23-Feb-17,already off
23641,Jo,BD,09-Feb-17,12:58:24,30,12 HRS,09-Feb-17,22:30,20-Mar-17,19:00,21-Mar-17,already off
22890,Jo,MV,09-Feb-17,12:57:30,30,12 HRS,09-Feb-17,20:57,29-Mar-17,2:00,29-Mar-17,already off
22873,Jo,MZ,09-Feb-17,12:54:39,30,12 HRS,09-Feb-17,22:00,10-Mar-17,~14:30,11-Mar-17,already off
22837,Kloo,BF,18-Feb-17,11:52:39,30,12 HRS,18-Feb-17,21:17,30-Mar-17,1:45,15-Apr-17,already off
24326,Jo,NF,25-Feb-17,11:26:35,30,12 HRS,25-Feb-17,23:22,09-Apr-17,1:29,17-Apr-17,already off
23999,Jo,AO,25-Feb-17,11:21:36,30,12 HRS,25-Feb-17,22:17,29-Mar-17,1:21,17-Apr-17,already off
23617,Jo,MH,25-Feb-17,11:24:12,30,12 HRS,25-Feb-17,22:40,29-Mar-17,1:43,29-Mar-17,13:36:36
22975,Jo,AQ,25-Feb-17,11:27:46,30,12 HRS,25-Feb-17,22:38,29-Mar-17,0:31,29-Mar-17,already off
22813,Jo,NH,25-Feb-17,11:25:18,30,12 HRS,25-Feb-17,22:34,29-Mar-17,1:57,29-Mar-17,15:19:08
23717,Kloo,MD,01-Mar-17,12:31:44,30,12 HRS,01-Mar-17,23:18,30-Apr-17,2:06,15-Apr-17,already off
22724,Kloo,AF,01-Mar-17,12:33:00,30,12 HRS,01-Mar-17,23:12,30-Mar-17,2:35,15-Apr-17,already off
22130,Kloo,AH,01-Mar-17,12:34:02,30,12 HRS,01-Mar-17,22:35,30-Mar-17,1:20,17-Apr-17,already off
23999,Jo,TD,27-Mar-17,11:11:03,30,12 HRS,29-Mar-17,1:21,07-May-17,2:05,08-May-17,already off
23967,Jo,MP,27-Mar-17,11:04:46,30,12 HRS,29-Mar-17,1:27,16-Apr-17,2:15,16-Apr-17,17:14:07
23962,Jo,AI,27-Mar-17,11:08:43,30,12 HRS,29-Mar-17,1:16,07-May-17,2:50,08-May-17,0:35:44
23906,Jo,TE,27-Mar-17,11:25:48,30,12 HRS,29-Mar-17,0:43,29-Apr-17,3:40,30-Apr-17,20:18:48
23865,Jo,MS,27-Mar-17,11:17:28,30,12 HRS,29-Mar-17,1:00,07-May-17,1:54,08-May-17,already off
23734,Jo,NI,27-Mar-17,11:16:05,30,12 HRS,29-Mar-17,0:37,16-Apr-17,1:25,16-Apr-17,17:13:02
23682,Jo,TF,27-Mar-17,11:27:13,30,12 HRS,29-Mar-17,1:40,29-Apr-17,4:04,29-Apr-17,18:00:34
23617,Jo,MA,27-Mar-17,11:05:48,30,12 HRS,29-Mar-17,1:43,16-Apr-17,2:12,19-Apr-17,10:43:34
22975,Jo,MR,27-Mar-17,11:09:55,30,12 HRS,29-Mar-17,0:31,29-Apr-17,2:05,29-Apr-17,18:00:02
22890,Jo,MZ,27-Mar-17,11:14:25,30,12 HRS,29-Mar-17,2:00,16-Apr-17,1:00,16-Apr-17,already off
22813,Jo,AW,27-Mar-17,10:59:16,30,12 HRS,29-Mar-17,1:57,29-Apr-17,3:55,30-Apr-17,20:10:43
24291,Kloo,TB,27-Mar-17,11:28:27,30,12 HRS,30-Mar-17,1:00,,,,
23830,Kloo,AK,29-Mar-17,18:30:33,30,12 HRS,30-Mar-17,3:17,30-Apr-17,2:40,30-Apr-17,18:15:10
23717,Kloo,NB,29-Mar-17,18:37:24,30,12 HRS,30-Mar-17,2:06,30-Apr-17,1:55,30-Apr-17,already off
23290,Kloo,NH,29-Mar-17,18:36:01,30,12 HRS,30-Mar-17,2:13,17-May-17,~11:00,21-May-17,already off
22847,Kloo,TA,27-Mar-17,11:07:01,30,12 HRS,30-Mar-17,2:37,17-May-17,~11:00,22-May-17,17:45:31
22837,Kloo,AZ,29-Mar-17,18:33:13,30,12 HRS,30-Mar-17,1:45,26-May-17,9:15,29-May-17,already off
22724,Kloo,AY,29-Mar-17,18:38:57,30,12 HRS,30-Mar-17,2:35,16-May-17,2:25,21-May-17,21:06:18
22130,Kloo,AT,27-Mar-17,10:57:00,30,12 HRS,30-Mar-17,1:20,20-May-17,~11:00,22-May-17,17:41:59
24326,Jo,AQ,08-Apr-17,22:36:06,30,12 HRS,09-Apr-17,1:29,19-May-17,3:33,19-May-17,20:26:54
24280,Jo,MK,08-Apr-17,10:43:35 PM,30,12 HRS,09-Apr-17,1:38,11-May-17,mort,19-May-17,15:00:32
23879,Jo,TC,08-Apr-17,10:46:07 PM,30,12 HRS,09-Apr-17,1:06,15-Aug-17,~07:25,15-Aug-17,16:53:42
23686,Jo,MM,08-Apr-17,22:37:07,30,12 HRS,09-Apr-17,1:08,18-Jul-17,3:30,19-Jul-17,already off
24498,Kloo,ME,08-Apr-17,22:38:40,30,12 HRS,14-Apr-17,1:19,17-Aug-17,7:35,17-Aug-17,already off
22109,Kloo,MO,08-Apr-17,22:34:04,30,12 HRS,14-Apr-17,0:50,30-Apr-17,2:48,30-Apr-17,18:31:21
23967,Jo,NG,15-Apr-17,18:24:05,30,12 HRS,16-Apr-17,2:15,22-May-17,~14:00,22-May-17,already off
23734,Jo,AC,15-Apr-17,18:25:21,30,12 HRS,16-Apr-17,1:25,30-May-17,2:28,02-Jun-17,16:13:35
23697,Jo,BC,15-Apr-17,18:21:32,30,12 HRS,16-Apr-17,1:19,30-May-17,3:05,02-Jun-17,17:16:16
23617,Jo,MQ,15-Apr-17,18:19:52,30,12 HRS,16-Apr-17,2:12,29-Apr-17,3:30,30-Apr-17,20:14:44
22890,Jo,BF,15-Apr-17,18:22:57,30,12 HRS,16-Apr-17,1:00,19-May-17,2:26,19-May-17,20:33:22
24553,Kloo,NI,26-Apr-17,23:02:27,30,12 HRS,27-Apr-17,~2:30,08-Jun-17,~8:45,11-Jun-17,12:18:33
24194,ChadBear,MP,27-Apr-17,13:54:30,30,12 HRS,29-Apr-17,1:35,19-May-17,11:15,21-May-17,21:06:47
23682,Jo,NF,27-Apr-17,13:51:26,30,12 HRS,29-Apr-17,4:04,30-May-17,3:49,02-Jun-17,already off
23617,Jo,MV,26-Apr-17,18:54:08,30,12 HRS,29-Apr-17,3:30,30-May-17,3:13,02-Jun-17,17:37:47
22975,Jo,AB,27-Apr-17,13:53:33,30,12 HRS,29-Apr-17,2:05,15-Aug-17,~08:00,15-Aug-17,2:12:40
22813,Jo,MA,27-Apr-17,13:52:22,30,12 HRS,29-Apr-17,3:55,07-May-17,3:10,08-May-17,1:22:43
23830,Kloo,AF,26-Apr-17,18:45:25,30,12 HRS,30-Apr-17,2:40,08-Jun-17,9:40,11-Jun-17,already off
23717,Kloo,AO,27-Apr-17,13:56:11,30,12 HRS,30-Apr-17,1:55,17-May-17,~11:00,22-May-17,17:49:23
22109,Kloo,MD,26-Apr-17,18:48:46,30,12 HRS,30-Apr-17,2:48,10-Jun-17,23:30,11-Jun-17,13:37:33
23999,Jo,HB,06-May-17,21:10:57,30,12 HRS,07-May-17,2:05,19-May-17,mort,21-May-17,11:41:41
23962,Jo,HA,06-May-17,21:10:42,30,12 HRS,07-May-17,2:50,27-May-17,2:55,29-May-17,12:39:14
22813,Jo,HC,06-May-17,21:11:09,30,12 HRS,07-May-17,3:10,19-May-17,2:21,19-May-17,20:37:32
24271,Kloo,MK,19-May-17,15:45:25,30,12 HRS,19-May-17,need,25-Jul-17,2:55,battery disconnected,already off
23717,Kloo,BF,19-May-17,22:22:43,30,12 HRS,19-May-17,need,,~07:50,15-Aug-17,already off
22847,Kloo,AQ,19-May-17,22:22:59,30,12 HRS,22-May-17,~6:30,20-Jul-17,,20-Jul-17,already off
24335,Kloo,AT,25-May-17,16:00:52,30,No Delay,25-May-17,~19:00,26-Jul-17,2:43,31-Jul-17,already off
24326,Jo,AO,25-May-17,16:01:36,30,No Delay,25-May-17,~18:00,15-Aug-17,~08:15,15-Aug-17,already off (battery was dettached)
23290,Kloo,HD,26-May-17,17:57:00,30,No Delay,26-May-17,~18:00,01-Oct-17,~9:00,04-Oct-17,10:25:18
22130,Kloo,HE,26-May-17,17:56:46,30,No Delay,26-May-17,~20:00,05-Jun-17,,05-Jun-17,19:49:29
24432,Jo,HF,27-May-17,15:27:42,30,no delay,27-May-17,~17:30,15-Aug-17,~08:30,15-Aug-17,already off
23876,Kloo,HG,28-May-17,16:24:03,30,no delay,28-May-17,~18:15,01-Jan-18,22:38,08-Jan-17,already off
22837,Kloo,HC,29-May-17,13:56:42,30,no delay ,29-May-17,~16:30,26-Jul-17,2:50,31-Jul-17,already off
24187,Chadbear,AC,03-Jun-17,0:46:35,30,no delay,03-Jun-17,9:45,17-Aug-17,7:20,17-Aug-17,already off
24553,Kloo,HB,08-Jun-17,12:35:04,30,no delay,09-Jun-17,~08:35,01-Oct-17,10:55,04-Oct-17,already off
23830,Kloo,HA,08-Jun-17,12:37:51,30,no delay,09-Jun-17,~09:40,17-Aug-17,7:50,17-Aug-17,already off
23962,Jo,AF,25-Jun-17,1:12:42,30,no delay,25-Jun-17,4:28,15-Aug-17,~07:55,15-Aug-17,already off
23991,Jo,MD,30-Jun-17,1:31:29,30,no delay,29-Jun-17,~03:45,16-Aug-17,~08:00,16-Aug-17,already off…
22724,Kloo,HE,20-Jul-17,1:04:26,30,no delay,20-Jul-17,3:45,01-Oct-17,11:22,04-Oct-17,10:41:29
24271,Kloo,AY,25-Jul-17,21:30:18,30,no delay,25-Jul-17,2:55,17-Aug-17,~08:15,17-Aug-17,8:56:02
24335,Kloo,AQ,25-Jul-17,21:29:05,30,no delay,26-Jul-17,2:43,01-Oct-17,8:47,15-Oct-17,already off
22837,Kloo,NI,25-Jul-17,21:31:04,30,no delay,26-Jul-17,2:50,01-Oct-17,10:55,15-Oct-17,already off
24699,Kloo,AC,30-Sep-17,13:05:39,30,no delay,01-Oct-17,~10:00,14-Oct-17,~17:00,18-Oct-17,14:43:23
24553,Kloo,HF,30-Sep-17,19:10:56,30,no delay,01-Oct-17,10:55,15-Nov-17,20:59,16-Nov-17,already off
24521,Kloo,HC,30-Sep-17,12:58:46,30,no delay,01-Oct-17,~8:30,26-Dec-17,23:20,01-Jan-18,already off
24335,Kloo,AO,30-Sep-17,13:07:13,30,no delay,01-Oct-17,8:47,19-Oct-17,23:17,22-Oct-17,15:17:22
24298,Kloo,TC,30-Sep-17,19:10:42,30,no delay,01-Oct-17,10:09,13-Dec-17,~09:45,13-Dec-17,already off
24271,Kloo,BF,30-Sep-17,13:04:55,30,no delay,01-Oct-17,~8:15,15-Nov-17,20:07,16-Nov-17,already off
24266,Kloo,AB,30-Sep-17,12:51:45,30,no delay,01-Oct-17,8:59,13-Oct-17,~13:00,18-Oct-17,already off
23830,Kloo,MP,30-Sep-17,13:03:09,30,no delay,01-Oct-17,~9:00,13-Dec-17,13:45,13-Dec-17,already off
23717,Kloo,AT,30-Sep-17,13:06:27,30,no delay,01-Oct-17,8:25,13-Dec-17,~09:21,13-Dec-17,already off
23290,Kloo,AF,30-Sep-17,13:01:56,30,no delay,01-Oct-17,~9:00,08-Nov-17,20:31,12-Nov-17,already off
22847,Kloo,AY,30-Sep-17,13:04:03,30,no delay,01-Oct-17,~11:00,27-Mar-18,1:59,30-Mar-18,already off
22837,Kloo,MD,30-Sep-17,19:11:07,30,no delay,01-Oct-17,10:40,16-Nov-17,21:49,18-Nov-17,already off
22724,Kloo,HA,30-Sep-17,19:11:14,30,no delay,01-Oct-17,11:22,15-Nov-17,21:39,16-Nov-17,15:50:10
22109,Kloo,MK,30-Sep-17,13:00:32,30,no delay,01-Oct-17,8:00,13-Dec-17,13:30,13-Dec-17,already off
24432,Jo,AR,01-Oct-17,20:50:17,30,no delay,02-Oct-17,8:44,13-Oct-17,~17:00,18-Oct-17,15:28:30
24420,Jo,AX,01-Oct-17,17:51:19,30,no delay,02-Oct-17,~8:45,27-Oct-17,23:35,28-Oct-17,15:49:36
24326,Jo,NF,01-Oct-17,20:54:37,30,no delay,02-Oct-17,9:13,10-Dec-17,20:14,11-Dec-17,already off
23991,Jo,AZ,01-Oct-17,17:50:31,30,no delay,02-Oct-17,~10:15,27-Oct-17,21:57,28-Oct-17,already off
23879,Jo,TD,01-Oct-17,20:55:30,30,no delay,02-Oct-17,9:25,28-Oct-17,22:24,30-Oct-17,17:43:10
23734,Jo,AH,01-Oct-17,20:51:40,30,no delay,02-Oct-17,9:28,10-Dec-17,20:18,11-Dec-17,already off
22975,Jo,AI,01-Oct-17,20:52:12,30,no delay,02-Oct-17,8:50,03-Jan-18,20:58,08-Jan-18,already off
22890,Jo,BH,01-Oct-17,20:49:16,30,no delay,02-Oct-17,~8:45,27-Oct-17,23:12,28-Oct-17,already off
22813,Jo,TF,01-Oct-17,20:50:57,30,no delay,02-Oct-17,~8:30,10-Dec-17,21:19,11-Dec-17,already off
24960,Chadbear,HB,04-Oct-17,18:11:19,30,no delay,05-Oct-17,9:45,20-Nov-17,20:14,22-Nov-17,16:04:32
24308,Chadbear,MQ,04-Oct-17,18:10:24,30,no delay,05-Oct-17,~9:30,23-Nov-17,19:42,24-Nov-17,14:36:59
24199,Chadbear,HE,04-Oct-17,18:11:40,30,no delay,05-Oct-17,~9:30,06-Nov-17,~16:00,07-Nov-17,16:10:14
24187,Chadbear,HD,04-Oct-17,18:10:55,30,no delay,05-Oct-17,9:09,08-Dec-17,19:52,10-Dec-17,13:15:58
24347,Rolo,AK,07-Oct-17,17:32:06,30,no delay,08-Oct-17,~9:15,13-Nov-17,20:19,14-Nov-17,19:55:45
23741,Rolo,MS,07-Oct-17,17:32:43,30,no delay,08-Oct-17,9:15,13-Nov-17,20:53,14-Nov-17,19:39:49
24968,Kloo,MG,10-Oct-17,20:51:26,30,no delay,11-Oct-17,949,19-Oct-17,23:49,22-Oct-17,already off
24685,Kloo,NH,10-Oct-17,20:49:46,30,no delay,11-Oct-17,955,19-Oct-17,23:27,22-Oct-17,15:31:41
24683,Kloo,PU,07-Oct-17,17:33:25,30,no delay,11-Oct-17,~1100,08-Nov-17,21:25,12-Nov-17,15:49:39
24661,Kloo,NB,10-Oct-17,20:52:58,30,no delay,11-Oct-17,1149,13-Dec-17,13:31,13-Dec-17,already off
24653,Kloo,NA,10-Oct-17,20:50:51,30,no delay,11-Oct-17,941,13-Dec-17,~08:30,13-Dec-17,already off
24628,Kloo,BC,07-Oct-17,17:34:37,30,no delay,11-Oct-17,920,19-Oct-17,~23:02,22-Oct-17,16:00:12
24555,Kloo,MV,07-Oct-17,17:35:07,30,no delay,11-Oct-17,1120,05-May-18,mort,06-May-18,already off
24536,Kloo,NG,07-Oct-17,17:31:32,30,no delay,11-Oct-17,~1100,08-Nov-17,20:56,12-Nov-17,16:03:38
24270,Kloo,AP,10-Oct-17,20:54:32,30,no delay,11-Oct-17,1020,15-Nov-17,21:20,16-Nov-17,17:11:45
25114,Rolo,MH,10-Oct-17,20:44:57,30,no delay,12-Oct-17,1045,28-Nov-17,~11:30,03-Dec-17,already off
25103,Rolo,NC,10-Oct-17,20:43:34,30,no delay,12-Oct-17,1010,,,,
24964,Chadbear,MA,11-Oct-17,21:05:18,30,no delay,12-Oct-17,~10:40,17-Oct-17,~14:00,18-Oct-17,15:52:09
24583,Rolo,HH,11-Oct-17,21:04:39,30,no delay,12-Oct-17,1100,13-Nov-17,21:06,14-Nov-17,19:26:15
24194,Chadbear,HI,11-Oct-17,21:06:12,30,no delay,12-Oct-17,~1015,23-Nov-17,19:47,24-Nov-17,already off
