Bunny ID,GRID,GPS ,Date GPS On,Time GPS On,GPS Schedule,GPS Delay,Date on Bunny,Time on Bunny,Date Off Bunny,Time off Bunny,Date GPS OFF,Time GPS Off
24523,Kloo,AZ,19-Feb-19,21:12:45,15,,20-Feb-19,17:00,14-Apr-19,11:30,20-Mar-19,already off
24498,Kloo,AC,15-Feb-19,19:02:50,15,,20-Feb-19,17:15,13-Mar-19,1:05,13-Mar-19,1:52
25689,Rolo,AX,19-Feb-19,21:14:11,15,,21-Feb-19,18:40,24-Feb-19,by 16:30:00,24-Feb-19,21:25
24693,Jo,MP,19-Feb-19,21:13:32,15,,21-Feb-19,18:40,19-Mar-19,16:30,17-Mar-19,already off
25253,Chad Bear,NG,20-Feb-19,17:44:20,15,,22-Feb-19,21:05,15-Mar-19,9:01,already off,already off
24653,Kloo,HB,20-Feb-19,17:43:35,15,,22-Feb-19,20:55,10-Mar-19,23:40,10-Mar-19,1:15
24404,Rolo,NH,20-Feb-19,17:42:15,15,,22-Feb-19,21:10,24-Feb-19,by 16:30:00,24-Feb-19,21:25
25687,Jo,HA,22-Feb-19,17:21:24,15,,24-Feb-19,by 21:30:00,21-Mar-19,by 10:00,21-Mar-19,21:15
25678,Jo,AR,22-Feb-19,17:22:11,15,,24-Feb-19,by 21:30:00,01-Mar-19,12:00,01-Mar-19,14:43
25603,Jo,MG,22-Feb-19,17:23:28,15,,24-Feb-19,by 21:30:00,01-Mar-19,12:30,01-Mar-19,14:52
25038,Rolo,55,21-Feb-19,17:37:42,15,,24-Feb-19,by 21:30:00,15-Mar-19,8:41,15-Mar-19,9:24
25699,Kloo,NB,25-Feb-19,0:05:08,15,,25-Feb-19,by 21:30:00,02-Mar-19,17:00,02-Mar-19,20:19
25677,Chad Bear,17,21-Feb-19,17:37:28,15,,25-Feb-19,by 21:30:00,28-Feb-19,by 13:10,28-Feb-19,14:30
24335,Kloo,AW,25-Feb-19,0:03:38,15,,25-Feb-19,by 21:30:00,06-Apr-19,10:41,06-Apr-19,14:35
22837,Kloo,ME,22-Feb-19,17:22:55,15,,25-Feb-19,12:00,06-Apr-29,by 10:30,27-Mar-19,already off
25236,Sulphur,44,28-Feb-19,20:26:32,15,,28-Feb-19,23:28,02-Apr-19,9:00,22-Mar-19,already off
25026,Sulphur,17,28-Feb-19,20:25:52,15,,28-Feb-19,23:20,02-Apr-19,9:00,25-Mar-19,already off
24168,Sulphur,AM,28-Feb-19,20:25:00,15,,28-Feb-19,23:48,21-Mar-19,by 13:00,21-Mar-19,20:50
30341,Sulphur,10,01-Mar-19,16:14:39,15,,01-Mar-19,22:36,05-Mar-19,13:00,05-Mar-19,21:05
25604,Sulphur,MT,28-Feb-19,20:28:43,15,,01-Mar-19,0:30,02-Apr-19,9:00,02-Apr-19,16:00
25226,Sulphur,HD,01-Mar-19,16:15:09,15,,01-Mar-19,22:47,02-Apr-19,9:00,30-Mar-19,already off
25205,Sulphur,AI,01-Mar-19,16:17:49,15,,01-Mar-19,22:20,02-Apr-19,9:00,02-Apr-19,16:30
24306,Sulphur,MM,01-Mar-19,16:14:00,15,,01-Mar-19,22:33,02-Apr-19,9:00,02-Apr-19,16:05
25697,Agnes,AF,07-Mar-19,19:52:43,15,,07-Mar-19,23:48,21-Mar-19,by 13:30,21-Mar-19,21:00
24599,Agnes,AR,07-Mar-19,16:27:04,15,,07-Mar-19,23:51,09-Apr-19,by 11:00,09-Apr-19,17:25
25277,Agnes,NH,07-Mar-19,16:27:47,15,,08-Mar-19,0:46,09-Apr-19,by 11:00,already off,already off
25086,Agnes,MG,07-Mar-19,16:28:17,15,,08-Mar-19,0:25,09-Apr-19,by 11:00,05-Apr-19,already off
24956,Agnes,AO,07-Mar-19,19:53:36,15,,08-Mar-19,0:10,09-Apr-19,by 11:00,06-Apr-19,already off
24375,Agnes,10,07-Mar-19,16:26:39,15,,08-Mar-19,1:30,09-Apr-19,by 11:00,already off,already off
22113,Agnes,TD,07-Mar-19,16:27:30,15,,08-Mar-19,0:27,20-Mar-19,13:00,20-Mar-19,16:27
25029,Kloo,AX,09-Mar-19,21:05:23,15,,10-Mar-19,23:24,06-Apr-19,9:47,06-Apr-19,15:00
24653,Kloo,NB,09-Mar-19,21:07:50,15,,10-Mar-19,23:40,06-Apr-19,by 10:30,06-Apr-19,15:20
24547,Jo,8,09-Mar-19,21:08:51,15,,12-Mar-19,0:07,05-Apr-19,13:00,05-Apr-19,14:05
24498,Kloo,MD,09-Mar-19,21:06:08,15,,13-Mar-19,1:05,09-Apr-19,11:00,09-Apr-19,16:45
25253,Chad Bear,4,14-Mar-19,19:22:40,15,,15-Mar-19,9:01,31-Mar-19,9:30,31-Mar-19,13:00
25038,Rolo,AC,14-Mar-19,19:23:17,15,,15-Mar-19,8:41,12-Apr-19,9:00,12-Apr-19,9:25
22847,Kloo,HB,18-Mar-19,12:14:25,15,,20-Mar-19,0:50,06-Apr-19,by 10:30,06-Apr-19,15:08
25695,Jo,IH,18-Mar-19,12:15:21,15,,21-Mar-19,9:00,04-Apr-19,13:00,27-Mar-19,already off
25687,Jo,19,18-Mar-19,12:15:57,15,,21-Mar-19,9:06,09-Apr-19,by 14:00,,
25017,Kloo,NF,18-Mar-19,12:16:35,15,,21-Mar-19,10:02,16-Apr-19,15:30,already off,already off
B5648,Kloo,ME,11-Dec-19,12:16:40,NA,12 HRS,11-Dec-19,1:24,22-Jan-20,23:38,GPS off,already off
B5637,Kloo,TD,11-Dec-19,12:17:15,NA,12 HRS,11-Dec-19,2:01,22-Jan-20,22:57,,GPS off - wires to battery broke off during collar break down
B4498,Kloo,AP,11-Dec-19,12:17:55,NA,12 HRS,11-Dec-19,23:55,01-Jan-20,approx 22:50,02-Jan-20,already off
B4271,Kloo,MK,11-Dec-19,12:18:30,NA,12 HRS,11-Dec-19,0:48,01-Jan-20,approx 21:55,02-Jan-20,already off
B4653,Kloo,MM,16-Dec-19,16:51:25,NA,12 HRS,17-Dec-19,2:15,07-Jan-20,21:11,12-Jan-20,16:43:52
B5659,Agnes,10,16-Dec-19,16:52:11,NA,12 HRS,19-Dec-19,23:42,21-Jan-20,23:54,GPS off,GPS already off
B5160,Agnes,18,16-Dec-19,16:53:32,NA,12 HRS,19-Dec-19,23:28,N/A mort (recovered 15 March),N/A,Already off,already off
B4975,Agnes,HB,16-Dec-19,16:50:40,NA,12 HRS,19-Dec-19,22:50,30-Jan-20,22:30,04-Feb-20,12:36:48
B4331,Agnes,AI,19-Dec-19,19:51:19,NA,12 HRS,19-Dec-19,23:23,21-Jan-20,18:47,GPS already off ,GPS already off
B5256,Agnes,ZB,19-Dec-19,19:48:46,NA,12 HRS,20-Dec-19,0:12,20-Jan-20,22:24,GPS already off,GPS already off
B5277,Agnes,4,23-Dec-19,13:03:43,NA,12 HRS,23-Dec-19,21:08,22-Jan-20,approx 00:12,22-Jan-20,13:59:48
B4954,Agnes,ZA,23-Dec-19,13:02:46,NA,12 HRS,23-Dec-19,21:34,28-Jan-20,23:11,GPS already off,GPS already off
B5284,Agnes,44,28-Dec-19,18:03:56,NA,12 HRS,28-Dec-19,22:15,20-Jan-20,22:56,GPS off - wires to battery broke off during collar break down,GPS off - wires to battery broke off during collar break down
B5025,Agnes,17,28-Dec-19,18:10:37,NA,12 HRS,28-Dec-19,21:51,22-Jan,,22-Jan-20,13:26
B5117,Kloo,8,01-Jan-20,18:14:30,NA,12 HRS,01-Jan-20,23:35,22-Jan-20,23:35,22-Jan-20,12:56:40
B4498,Kloo,AW,01-Jan-20,18:32:47,NA,12 HRS,01-Jan-20,22:57,22-Jan-20,22:45,23-Jan-20,
B4271,Kloo,HA,01-Jan-20,18:06:43,NA,12 HRS,01-Jan-20,approx 21:55,22-Jan-20,23:27,GPS already off,N/A
B5281,Agnes,10,28-Jan-20,13:58:38,NA,N/A,28-Jan-20,approx 23:30,N/A (old mort recovered 15 March),N/A (old mort recovered 15 March),Already off,Already off
B4954,Agnes,4,28-Jan-20,14:04:23,NA,N/A,28-Jan-20,23:21,,,,
B6324,Kloo,ME,29-Jan-20,21:13:51,NA,N/A,29-Jan-20,23:30,N/A (old mort recovered ),N/A (old mort recovered ),Already off,Already off
B5659,Agnes,AW,29-Jan-20,21:08:00,NA,N/A,30-Jan-20,22:55,18-Feb,0:20,18-Feb-20,16:21:46
B5618,Agnes,AI,29-Jan-20,21:18:02,NA,N/A,30-Jan-20,22:58,17-Feb,23:34,18-Feb-20,16:05:22
B5277,Agnes,44,29-Jan-20,21:03:02,NA,N/A,30-Jan-20,23:22,05-Feb-20 (Mort),5 Feb (mort),06-Feb-20,11:26:42
B4975,Agnes,8,28-Jan-20,20:53:43,NA,N/A,30-Jan-20,22:39,18-Feb-20,1:41,18-Feb-20,16:54:57
B4412,Agnes,TD,29-Jan-20,21:24:38,NA,N/A,30-Jan-20,23:30,18-Feb-20,0:09,18-Feb-20,16:14:39
B5615,Chitty,44,13-Feb-20,13:53:19,NA,N/A,13-Feb-20,23:28,23-Mar-20 (mort - old),N/A   ,26-Mar-20,18:30:15 (already off?)
B5607,Chitty,ZA,13-Feb-20,20:25:01,NA,N/A,14-Feb-20,0:03,22-Apr-20 recovered (mort old?),N/A,Already off,N/A already off 
B5674,Kloo,AW,28-Feb-20,20:17:07,NA,N/A,29-Feb-20,0:18,"N/A (recovered 14-Mar-20, old mort)",N/A,N/A,N/A
B4412,Agnes,8,28-Feb-20,20:18:50,NA,N/A,03-Mar-20,5:22,26-Mar-20,4:07,26-Mar-20,18:38:58 (already off?)
26314,Kloo,LC,23-Jan-21,14:40:51,NA,N/A,25-Jan-21,10:17:19,21-Feb-21,5:17,21-Feb-21,already off
26316,Sulphur,ZA,06-Feb-21,20:20:22,NA,N/A,07-Feb-21,0:16,18-Apr-21,8:54,18-Apr-21?  (see notes),21:26:25
25226,Sulphur,AW,06-Feb-21,20:21:04,NA,N/A,07-Feb-21,4:42,02-Mar-21,3:34,02-Mar-21,14:33:43
26342,Sulphur,MM,07-Feb-21,23:18:42,NA,N/A,08-Feb-21,0:59,18-Apr-21,7:48,18-Apr-21?  (see notes),20:58:17
26343,Kloo,LT,12-Feb-21,23:46:42,NA,N/A,14-Feb-21,1:19,25-Mar-21,9:32,Already off,Already off
26314,Kloo,LM,17-Feb-21,22:24:00,NA,N/A,21-Feb-21,5:31,,,,
26344,Jo,LR,21-Feb-21,22:33:09,NA,N/A,24-Feb-21,19:54,07-Apr-21,6:12,Already off (2021-04-13),Already off (21:42:22)
26370,Jo,LC,27-Feb-21,18:56:07,NA,N/A,27-Feb-21,21:23,07-Apr-21,5:40,Already off,Already off
26367,Sulphur,LV,01-Mar-21,22:30:31,NA,N/A,02-Mar-21,3:04,See notes,N/A,N/A,N/A
25226,Sulphur,HB ,01-Mar-21,22:26:33,NA,N/A,02-Mar-21,3:47,See notes,See notes,30-Mar-21,See notes
B5287,Kloo,AP,07-Jan-20,14:44:38,NA,12 HRS,07-Jan,20:53,March 14 (mort),N/A,Already off,already off
B6624,Kloo,SD,09-Feb-22,5:12:45,NA,20,09-Feb-22,7:25,,,,
B6381,Kloo,SE,09-Feb-22,5:09:30,NA,20,09-Feb-22,unknown,10-Mar-22,7:30,10-Mar-22,Already off
B6372,Kloo,SB,09-Feb-22,5:11:00,NA,20,09-Feb-22,unknown,10-Mar-22,7:10,10-Mar-22,09:06:52??
B6350,Kloo,LO,11-Feb-22,5:48:50,NA,20,11-Feb-22,8:16,23-Mar-22,unknown - mort,23-Mar-22,16:03:00
B6382,Kloo,LE,15-Feb-22,5:48:15,NA,20,15-Feb-22,6:57,,,,
B5618,Agnes,HA,17-Feb-20,13:06:40,NA,N/A,17-Feb,23:49,26-Mar-20,3:24,26-Mar-20,Already off
B6622,Sulphur,SC,18-Feb-22,5:51:35,NA,20,18-Feb-22,6:50,16-Mar-22,7:59,16-Mar-22,Already off
B6621,Sulphur,SA,18-Feb-22,5:51:44,NA,20,18-Feb-22,7:26:00,16-Mar-22,7:25,16-Mar-22,9:57:30
B5659,Agnes,17,17-Feb-20,13:14:49,NA,N/A,18-Feb,0:31,N/A Recovered April 10 (Mort),N/A Recovered April 10 (Mort),Already off ,Already off
B5260,Agnes,MM,17-Feb-20,13:12:55,NA,N/A,18-Feb,1:05,17-May-20,approx 11:00,18-May-20,approx. 15:18
B5126,Agnes,55,17-Feb-20,13:08:48,NA,N/A,18-Feb,0:27,N/A fell off bunny,N/A fell off bunny,Already off,Already off
B4975,Agnes,HB,17-Feb-20,13:03:59,NA,N/A,18-Feb,1:55,17-May-20,approx 10:00,18-May-20 (already off?),approx 19:00 (already off?)
B6620,Sulphur,DH,19-Feb-22,5:48:36,NA,20,19-Feb-22,7:02,16-Mar-22,8:42,16-Mar-22,9:58:15
B6342,Sulphur,44,19-Feb-22,5:48:55,NA,20,19-Feb-22,7:06,16-Mar-22,7:36,16-Mar-22,Already off
B6383,Sulphur,LX,23-Feb-22,5:46:18,NA,20,23-Feb-22,6:52,24-Mar-22,7:32,24-Mar-22,Already off
B6372,Kloo,LN,15-Mar-22,6:36:10,NA,20,15-Mar-22,7:55,21-Mar-22,7:50,21-Mar-22,Already off
B6349,Kloo,LY,15-Mar-22,6:38:20,NA,20,15-Mar-22,8:14,24-Mar-22,8:15,24-Mar-22,Already off
B6342,Sulphur,AM,16-Mar-22,6:40:00,NA,20,16-Mar-22,7:42,02-Apr-22,7:34,02-Apr-22,9:47:15
B6622,Sulphur,MM,20-Mar-22,6:39:50,NA,20,20-Mar-22,8:14,02-Apr-22,8:21,02-Apr-22,Already off
B6621,Sulphur,SC,20-Mar-22,6:41:15,NA,20,20-Mar-22,8:25,02-Apr-22,8:40,02-Apr-22,Already off
B6620,Sulphur,DH,20-Mar-22,6:40:55,NA,20,20-Mar-22,8:13,02-Apr-22,8:37,02-Apr-22,Already off
B6348 - One of Hannah's bunnies - mort signal during telem,JO,LG,17-Jun-22,8:34:40,NA,Unknown,17-Jun-22,9:00,Mort,Mort,Already off,Already off
22890,Jo,MP,24-May-17,15:48:06,30,no delay,need,,16-Aug-17,~07:05,16-Aug-17,already off
22724,Kloo,AY,23-May-17,14:33:27,30,No Delay,need,,20-Jul-17,,20-Jul-17,already off
B2822,KLOO,BA,17-Feb-16,20:51:30,30,12 HRS,,,,,,
