Eartag,Sex,Weight,Hindfoot,id_grid,week,dateCap,grid
26622,1,1400,130,38,2336,18-Feb-22,Sulphur
26621,2,1350,136,38,2336,18-Feb-22,Sulphur
26342,1,1392,145,38,2336,18-Feb-22,Sulphur
26620,2,1290,130,38,2336,18-Feb-22,Sulphur
26383,1,1092,141,38,2336,18-Feb-22,Sulphur
26349,1,1512,136,63,2339,10-Mar-22,Kloo
26372,2,1510,130,63,2339,10-Mar-22,Kloo
26381,1,1340,120,63,2339,10-Mar-22,Kloo
26395,1,1310,130,63,2339,10-Mar-22,Kloo
26342,1,1362,141,38,2340,16-Mar-22,Sulphur
26620,2,1312,140,38,2340,16-Mar-22,Sulphur
26621,2,1420,135,38,2340,16-Mar-22,Sulphur
26622,1,1380,130,38,2340,16-Mar-22,Sulphur
26383,1,1262,137,38,2341,24-Mar-22,Sulphur
26448,2,1449,135,85,2335,08-Feb-22,Jo
26351,2,1350,133,85,2335,08-Feb-22,Jo
26361,2,1194,122,85,2335,08-Feb-22,Jo
26347,2,1540,135,85,2335,08-Feb-22,Jo
26623,1,1364,0,85,2336,16-Feb-22,Jo
26617,1,1333,135,85,2336,16-Feb-22,Jo
26618,1,1271,130,85,2336,16-Feb-22,Jo
26384,1,1263,129,85,2339,09-Mar-22,Jo
26619,1,1299,127,94,2339,09-Mar-22,Rolo
30821,2,1266,125,94,2335,09-Feb-22,Rolo
26348,2,1560,129,85,2297,20-May-21,Jo
26347,2,1480,134,85,2297,20-May-21,Jo
26380,1,1380,135,85,2297,20-May-21,Jo
26348,2,1480,0,85,2300,12-Jun-21,Jo
26380,1,1200,128,85,2300,12-Jun-21,Jo
26347,2,1670,0,85,2302,21-Jun-21,Jo
26348,2,1720,0,85,2302,21-Jun-21,Jo
30831,2,650,95,85,2304,07-Jul-21,Jo
26347,2,0,0,85,2304,07-Jul-21,Jo
30831,2,750,109,85,2305,17-Jul-21,Jo
26350,2,1550,128,85,2305,17-Jul-21,Jo
26347,2,1960,0,85,2308,04-Aug-21,Jo
26473,1,1160,124,34,2299,04-Jun-21,Chitty
26474,2,1460,125,34,2299,04-Jun-21,Chitty
25611,2,1700,133,34,2307,28-Jul-21,Chitty
26349,1,1350,0,38,2307,31-Jul-21,Sulphur
26349,1,1340,136,63,2297,19-May-21,Kloo
26350,2,1680,0,63,2297,19-May-21,Kloo
26350,2,1500,0,63,2298,27-May-21,Kloo
26349,1,1230,135,63,2298,27-May-21,Kloo
26349,1,1330,0,63,2301,18-Jun-21,Kloo
26350,2,1750,0,63,2301,18-Jun-21,Kloo
26372,2,1470,0,63,2306,23-Jul-21,Kloo
26350,2,1640,0,63,2306,23-Jul-21,Kloo
26389,1,450,0,63,2306,23-Jul-21,Kloo
26388,2,350,79,63,2306,23-Jul-21,Kloo
26387,2,450,83,63,2306,23-Jul-21,Kloo
2937,2,1310,128,34,1926,11-Apr-14,Chitty
5588,1,1380,141,34,1926,11-Apr-14,Chitty
2938,2,1380,136,34,1926,11-Apr-14,Chitty
3275,1,1330,136,34,1926,11-Apr-14,Chitty
5584,1,1250,132,34,1926,11-Apr-14,Chitty
3274,2,1340,132,34,1926,11-Apr-14,Chitty
2940,1,1355,140,34,1926,11-Apr-14,Chitty
3267,2,1300,133,34,1926,11-Apr-14,Chitty
3442,1,1240,133,34,1926,11-Apr-14,Chitty
3562,0,0,0,34,1926,11-Apr-14,Chitty
2587,1,1430,139,34,1926,11-Apr-14,Chitty
2588,2,1530,129,34,1926,11-Apr-14,Chitty
3265,1,1370,136,34,1926,11-Apr-14,Chitty
5586,1,1175,136,34,1926,11-Apr-14,Chitty
2941,1,1260,135,34,1926,11-Apr-14,Chitty
2942,2,1255,135,34,1926,11-Apr-14,Chitty
2943,2,1400,131,34,1926,11-Apr-14,Chitty
3561,2,1470,133,34,1926,11-Apr-14,Chitty
3098,2,1620,139,34,1926,11-Apr-14,Chitty
3181,2,1470,139,34,1926,11-Apr-14,Chitty
3180,1,1250,137,34,1926,11-Apr-14,Chitty
792,2,1450,144,34,1926,11-Apr-14,Chitty
793,2,1430,140,34,1926,11-Apr-14,Chitty
3193,1,1300,135,34,1926,11-Apr-14,Chitty
794,2,1490,143,34,1926,11-Apr-14,Chitty
3563,2,1450,143,34,1926,11-Apr-14,Chitty
2957,2,1800,143,34,1926,11-Apr-14,Chitty
3439,2,1550,141,34,1926,11-Apr-14,Chitty
795,2,1370,137,34,1926,11-Apr-14,Chitty
797,2,1340,132,34,1926,11-Apr-14,Chitty
5580,1,1270,135,34,1926,11-Apr-14,Chitty
798,1,1260,143,34,1926,11-Apr-14,Chitty
2131,2,1450,138,34,1926,11-Apr-14,Chitty
5589,2,1450,139,34,1926,11-Apr-14,Chitty
5587,2,1430,135,34,1926,11-Apr-14,Chitty
3138,1,1370,139,34,1926,11-Apr-14,Chitty
2314,2,1170,125,34,1926,11-Apr-14,Chitty
2944,2,1550,136,34,1926,11-Apr-14,Chitty
3100,2,1440,128,34,1926,11-Apr-14,Chitty
2945,1,1280,136,34,1926,11-Apr-14,Chitty
272,1,1440,137,34,1926,11-Apr-14,Chitty
273,1,1205,130,34,1926,11-Apr-14,Chitty
3969,2,1800,140,34,1926,11-Apr-14,Chitty
270006,2,1410,133,34,1926,11-Apr-14,Chitty
274,2,1130,122,34,1926,11-Apr-14,Chitty
275,1,1380,137,34,1926,11-Apr-14,Chitty
3022,1,1230,129,34,1926,11-Apr-14,Chitty
3023,1,1275,132,34,1926,11-Apr-14,Chitty
3436,2,1280,128,34,1926,11-Apr-14,Chitty
3194,1,1480,138,34,1926,11-Apr-14,Chitty
3024,1,1430,130,34,1926,11-Apr-14,Chitty
3188,1,1400,139,34,1926,11-Apr-14,Chitty
2904,1,1230,141,34,1926,11-Apr-14,Chitty
2905,1,1260,138,34,1926,11-Apr-14,Chitty
2906,2,1470,137,34,1926,11-Apr-14,Chitty
2907,1,1260,142,34,1926,11-Apr-14,Chitty
3200,2,1370,142,34,1926,11-Apr-14,Chitty
3441,2,1630,145,34,1926,11-Apr-14,Chitty
2946,2,1360,129,38,1927,13-Apr-14,Sulphur
3087,1,1380,136,38,1927,13-Apr-14,Sulphur
2947,1,1290,139,38,1927,13-Apr-14,Sulphur
2969,1,1350,140,38,1927,13-Apr-14,Sulphur
2970,2,1580,138,38,1927,13-Apr-14,Sulphur
2747,2,1500,136,38,1927,13-Apr-14,Sulphur
2964,2,1370,143,38,1927,13-Apr-14,Sulphur
2321,2,1240,135,38,1927,13-Apr-14,Sulphur
2948,1,1270,136,38,1927,13-Apr-14,Sulphur
2949,1,1470,138,38,1927,13-Apr-14,Sulphur
5598,1,1380,136,38,1927,13-Apr-14,Sulphur
3090,2,1380,136,38,1927,13-Apr-14,Sulphur
271,1,1280,138,38,1927,13-Apr-14,Sulphur
2968,1,1260,137,38,1927,13-Apr-14,Sulphur
3080,1,1280,138,38,1927,13-Apr-14,Sulphur
2902,1,1220,134,38,1927,13-Apr-14,Sulphur
2903,2,1500,136,38,1927,13-Apr-14,Sulphur
3025,2,1490,136,37,1931,15-May-14,Silver
3965,2,1850,0,37,1931,15-May-14,Silver
778,1,1270,140,37,1931,15-May-14,Silver
5600,1,1180,131,37,1931,15-May-14,Silver
3070,1,1090,129,37,1931,15-May-14,Silver
2904,1,1250,137,34,1933,25-May-14,Chitty
3274,2,1420,132,34,1933,25-May-14,Chitty
3442,1,1160,133,34,1933,25-May-14,Chitty
3267,0,1370,0,34,1933,25-May-14,Chitty
3138,1,1340,135,34,1933,25-May-14,Chitty
2938,2,1530,134,34,1933,25-May-14,Chitty
3561,2,1710,133,34,1933,25-May-14,Chitty
2940,1,1330,137,34,1933,25-May-14,Chitty
2587,1,1340,135,34,1933,25-May-14,Chitty
2942,2,1560,133,34,1933,25-May-14,Chitty
3439,2,1650,137,34,1933,25-May-14,Chitty
5587,2,1570,135,34,1933,25-May-14,Chitty
5580,1,1220,133,34,1933,25-May-14,Chitty
3200,2,1910,137,34,1935,13-Jun-14,Chitty
3138,1,1480,138,34,1935,13-Jun-14,Chitty
5587,2,1760,131,34,1935,13-Jun-14,Chitty
3561,2,1950,131,34,1935,13-Jun-14,Chitty
3274,2,1610,129,34,1935,13-Jun-14,Chitty
713,1,330,78,34,1935,13-Jun-14,Chitty
3442,1,1220,132,34,1935,13-Jun-14,Chitty
2906,2,1890,133,34,1935,13-Jun-14,Chitty
273,1,1250,128,34,1935,13-Jun-14,Chitty
794,0,1960,0,34,1935,13-Jun-14,Chitty
3023,1,1250,125,34,1935,13-Jun-14,Chitty
3436,2,1630,124,34,1935,13-Jun-14,Chitty
3098,2,1910,133,34,1935,13-Jun-14,Chitty
798,1,1320,135,34,1935,13-Jun-14,Chitty
274,2,1510,121,34,1935,13-Jun-14,Chitty
3441,2,1980,134,34,1935,13-Jun-14,Chitty
2944,2,1970,134,34,1935,13-Jun-14,Chitty
3188,1,1410,133,34,1935,13-Jun-14,Chitty
2957,2,2250,137,34,1935,13-Jun-14,Chitty
3439,2,1920,134,34,1935,13-Jun-14,Chitty
3084,2,1710,0,38,1935,14-Jun-14,Sulphur
2970,2,2050,134,38,1935,14-Jun-14,Sulphur
2865,1,440,83,38,1935,14-Jun-14,Sulphur
2947,1,1310,135,38,1935,14-Jun-14,Sulphur
3089,2,1750,135,38,1935,14-Jun-14,Sulphur
714,2,390,83,38,1935,14-Jun-14,Sulphur
2964,2,2040,138,38,1935,14-Jun-14,Sulphur
2320,1,710,98,38,1938,01-Jul-14,Sulphur
2964,2,1840,136,38,1938,01-Jul-14,Sulphur
3045,1,740,104,38,1938,01-Jul-14,Sulphur
714,2,630,100,38,1938,01-Jul-14,Sulphur
2946,2,1630,126,38,1938,01-Jul-14,Sulphur
3084,2,1610,0,38,1938,01-Jul-14,Sulphur
717,1,720,100,38,1938,01-Jul-14,Sulphur
3087,1,1320,133,38,1938,01-Jul-14,Sulphur
3090,2,1600,135,38,1938,01-Jul-14,Sulphur
3086,1,1380,130,38,1938,01-Jul-14,Sulphur
2937,2,1650,129,34,1939,07-Jul-14,Chitty
2904,1,1280,135,34,1939,07-Jul-14,Chitty
3996,2,1770,135,34,1939,07-Jul-14,Chitty
3274,2,1490,0,34,1939,07-Jul-14,Chitty
3044,1,1020,123,34,1939,07-Jul-14,Chitty
2319,2,730,103,34,1939,07-Jul-14,Chitty
3995,1,1250,129,34,1939,07-Jul-14,Chitty
3267,2,1590,0,34,1939,07-Jul-14,Chitty
5584,1,1180,124,34,1939,07-Jul-14,Chitty
2940,1,1320,0,34,1939,07-Jul-14,Chitty
2943,2,1760,131,34,1939,07-Jul-14,Chitty
3024,1,1270,0,34,1939,07-Jul-14,Chitty
3265,1,1240,0,34,1939,07-Jul-14,Chitty
3200,2,1690,138,34,1939,07-Jul-14,Chitty
5589,2,1900,0,34,1939,07-Jul-14,Chitty
3585,2,870,110,34,1939,07-Jul-14,Chitty
3181,2,1690,0,34,1939,07-Jul-14,Chitty
3098,2,1750,137,34,1939,07-Jul-14,Chitty
3586,2,1670,128,34,1939,07-Jul-14,Chitty
3587,2,790,107,34,1939,07-Jul-14,Chitty
2944,2,1880,136,34,1939,07-Jul-14,Chitty
3441,2,1830,137,34,1939,07-Jul-14,Chitty
793,2,1720,136,34,1939,07-Jul-14,Chitty
3022,1,1230,128,34,1939,07-Jul-14,Chitty
794,2,1730,137,34,1939,07-Jul-14,Chitty
3023,1,1200,128,34,1939,07-Jul-14,Chitty
3436,2,1460,126,34,1939,07-Jul-14,Chitty
3588,1,1240,125,34,1939,07-Jul-14,Chitty
2957,2,2140,133,34,1939,07-Jul-14,Chitty
2945,1,1230,135,34,1939,07-Jul-14,Chitty
795,2,1650,133,34,1939,07-Jul-14,Chitty
272,1,1390,131,34,1939,07-Jul-14,Chitty
3045,1,970,118,38,1940,17-Jul-14,Sulphur
719,0,840,110,38,1940,17-Jul-14,Sulphur
720,2,600,100,38,1940,17-Jul-14,Sulphur
721,1,290,74,38,1940,17-Jul-14,Sulphur
2946,2,1830,128,38,1940,17-Jul-14,Sulphur
718,2,800,109,38,1940,17-Jul-14,Sulphur
2961,2,1890,0,38,1940,17-Jul-14,Sulphur
3084,2,1540,0,38,1940,17-Jul-14,Sulphur
3087,1,1490,134,38,1940,17-Jul-14,Sulphur
722,1,380,79,38,1940,17-Jul-14,Sulphur
2867,1,440,94,38,1940,17-Jul-14,Sulphur
2868,1,910,113,34,1940,19-Jul-14,Chitty
2307,2,290,75,34,1940,19-Jul-14,Chitty
3996,2,1990,136,34,1940,19-Jul-14,Chitty
2940,1,1440,136,34,1940,19-Jul-14,Chitty
3267,2,1620,0,34,1940,19-Jul-14,Chitty
2308,1,800,111,34,1940,19-Jul-14,Chitty
3265,1,1330,132,34,1940,19-Jul-14,Chitty
3584,0,1270,0,34,1940,19-Jul-14,Chitty
2943,2,1980,132,34,1940,19-Jul-14,Chitty
5587,2,1930,130,34,1940,19-Jul-14,Chitty
2318,2,1050,120,34,1940,19-Jul-14,Chitty
2944,2,1770,137,34,1941,24-Jul-14,Chitty
3043,2,1050,115,34,1941,24-Jul-14,Chitty
2122,1,330,79,34,1941,24-Jul-14,Chitty
3042,1,1070,119,34,1941,24-Jul-14,Chitty
3563,2,1920,0,34,1941,24-Jul-14,Chitty
3194,1,1520,0,34,1941,24-Jul-14,Chitty
3265,1,1370,134,34,1941,24-Jul-14,Chitty
3041,2,1020,116,34,1941,24-Jul-14,Chitty
3098,2,2160,0,34,1941,24-Jul-14,Chitty
2121,2,380,79,34,1941,24-Jul-14,Chitty
2945,1,1360,135,34,1941,24-Jul-14,Chitty
3436,2,1750,126,34,1941,24-Jul-14,Chitty
3022,1,1310,129,34,1941,24-Jul-14,Chitty
3585,2,1110,123,34,1941,24-Jul-14,Chitty
3625,2,2130,137,34,1941,24-Jul-14,Chitty
3181,2,1640,136,34,1941,24-Jul-14,Chitty
274,2,1560,118,34,1944,16-Aug-14,Chitty
3494,1,1300,133,34,1944,16-Aug-14,Chitty
3586,2,1600,130,34,1944,16-Aug-14,Chitty
3181,2,1720,136,34,1944,16-Aug-14,Chitty
3022,1,1460,127,34,1944,16-Aug-14,Chitty
3098,2,1890,136,34,1944,16-Aug-14,Chitty
792,2,1680,135,34,1944,16-Aug-14,Chitty
793,2,1750,136,34,1944,16-Aug-14,Chitty
2957,2,2050,0,34,1944,16-Aug-14,Chitty
3496,1,1030,117,34,1944,16-Aug-14,Chitty
3441,2,1800,141,34,1944,16-Aug-14,Chitty
2944,2,1750,136,34,1944,16-Aug-14,Chitty
2868,1,1260,128,34,1944,16-Aug-14,Chitty
3996,2,1840,135,34,1944,16-Aug-14,Chitty
2937,2,1590,0,34,1944,16-Aug-14,Chitty
2938,2,1740,135,34,1944,16-Aug-14,Chitty
3561,2,1950,132,34,1944,16-Aug-14,Chitty
3274,2,1740,132,34,1944,16-Aug-14,Chitty
3495,1,890,101,34,1944,16-Aug-14,Chitty
5666,2,1330,125,34,1944,16-Aug-14,Chitty
3138,1,1540,135,34,1944,16-Aug-14,Chitty
2762,1,870,115,34,1944,16-Aug-14,Chitty
5665,1,1520,136,34,1944,16-Aug-14,Chitty
2763,2,840,108,34,1944,16-Aug-14,Chitty
2970,2,1800,135,38,1945,22-Aug-14,Sulphur
2747,2,1760,135,38,1945,22-Aug-14,Sulphur
2774,2,1630,124,38,1945,22-Aug-14,Sulphur
2320,1,1510,131,38,1945,22-Aug-14,Sulphur
721,1,920,115,38,1945,22-Aug-14,Sulphur
5663,1,840,116,38,1945,22-Aug-14,Sulphur
2946,2,1660,128,38,1945,22-Aug-14,Sulphur
2947,1,1460,139,38,1945,22-Aug-14,Sulphur
2961,2,1660,0,38,1945,22-Aug-14,Sulphur
5664,1,460,97,38,1945,22-Aug-14,Sulphur
3086,1,1540,135,38,1945,22-Aug-14,Sulphur
2867,1,1090,123,38,1945,22-Aug-14,Sulphur
3040,2,1010,122,38,1945,22-Aug-14,Sulphur
2539,1,1450,130,37,1948,12-Sep-14,Silver
778,1,1475,139,37,1948,12-Sep-14,Silver
2540,1,830,115,37,1948,12-Sep-14,Silver
2541,1,690,110,37,1948,12-Sep-14,Silver
2542,1,1045,126,37,1948,12-Sep-14,Silver
2543,2,1050,128,37,1948,12-Sep-14,Silver
2544,2,995,129,37,1948,12-Sep-14,Silver
2545,1,1380,138,37,1948,12-Sep-14,Silver
2546,1,940,128,37,1948,12-Sep-14,Silver
3923,2,640,108,37,1948,12-Sep-14,Silver
3914,2,1090,133,37,1948,12-Sep-14,Silver
3915,2,1040,130,37,1948,12-Sep-14,Silver
3916,2,520,103,37,1948,12-Sep-14,Silver
3917,2,520,101,37,1948,12-Sep-14,Silver
3918,2,1100,132,37,1948,12-Sep-14,Silver
3919,2,1340,141,37,1948,12-Sep-14,Silver
3920,1,1100,126,37,1948,12-Sep-14,Silver
3921,1,1050,128,37,1948,12-Sep-14,Silver
3922,2,1300,134,37,1948,12-Sep-14,Silver
3444,2,1450,135,37,1948,12-Sep-14,Silver
3445,1,1250,139,37,1948,12-Sep-14,Silver
3446,1,1050,127,37,1948,12-Sep-14,Silver
3965,2,1550,145,37,1948,12-Sep-14,Silver
3447,1,1450,144,37,1948,12-Sep-14,Silver
3448,1,1050,126,37,1948,12-Sep-14,Silver
3449,2,950,127,37,1948,12-Sep-14,Silver
3232,2,660,102,37,1948,12-Sep-14,Silver
3233,1,940,134,37,1948,12-Sep-14,Silver
3234,1,1100,128,37,1948,12-Sep-14,Silver
3450,1,1300,137,37,1948,12-Sep-14,Silver
2142,2,1450,138,37,1948,12-Sep-14,Silver
2143,2,1250,132,37,1948,12-Sep-14,Silver
2547,1,755,110,37,1948,12-Sep-14,Silver
3974,1,685,105,37,1948,12-Sep-14,Silver
3071,2,700,108,37,1948,12-Sep-14,Silver
3072,2,600,100,37,1948,12-Sep-14,Silver
3146,2,1320,142,37,1948,12-Sep-14,Silver
3344,1,1525,139,37,1948,12-Sep-14,Silver
3345,2,1045,131,37,1948,12-Sep-14,Silver
500,2,635,107,37,1948,12-Sep-14,Silver
27940,1,760,113,37,1948,12-Sep-14,Silver
28253,2,1030,126,37,1948,12-Sep-14,Silver
28251,2,1370,133,37,1948,12-Sep-14,Silver
28221,2,730,105,37,1948,12-Sep-14,Silver
2946,2,1700,130,38,1949,14-Sep-14,Sulphur
3147,1,1470,143,38,1949,14-Sep-14,Sulphur
3084,2,1560,135,38,1949,14-Sep-14,Sulphur
3148,1,1160,134,38,1949,14-Sep-14,Sulphur
3090,2,1540,136,38,1949,14-Sep-14,Sulphur
3149,2,1020,120,38,1949,14-Sep-14,Sulphur
3150,1,870,120,38,1949,14-Sep-14,Sulphur
2461,2,1600,133,38,1949,14-Sep-14,Sulphur
777,2,910,119,38,1949,14-Sep-14,Sulphur
700,2,1600,141,38,1949,14-Sep-14,Sulphur
699,2,1250,139,38,1949,14-Sep-14,Sulphur
3086,1,1560,137,38,1949,14-Sep-14,Sulphur
5663,1,1220,128,38,1949,14-Sep-14,Sulphur
698,2,1260,133,38,1949,14-Sep-14,Sulphur
721,1,1175,130,38,1949,14-Sep-14,Sulphur
2902,1,1500,135,38,1949,14-Sep-14,Sulphur
697,1,970,122,38,1949,14-Sep-14,Sulphur
3235,1,1300,122,38,1949,14-Sep-14,Sulphur
3236,2,1140,127,38,1949,14-Sep-14,Sulphur
3237,1,1530,138,38,1949,14-Sep-14,Sulphur
3238,0,1390,0,38,1949,14-Sep-14,Sulphur
3239,2,1400,132,38,1949,14-Sep-14,Sulphur
3045,1,1540,140,38,1949,14-Sep-14,Sulphur
714,2,1510,138,38,1949,14-Sep-14,Sulphur
3240,2,920,113,38,1949,14-Sep-14,Sulphur
3241,1,790,108,38,1949,14-Sep-14,Sulphur
2320,0,1540,133,38,1949,14-Sep-14,Sulphur
3242,2,760,107,38,1949,14-Sep-14,Sulphur
3243,1,1140,130,38,1949,14-Sep-14,Sulphur
3244,2,1010,123,38,1949,14-Sep-14,Sulphur
3245,1,1440,134,38,1949,14-Sep-14,Sulphur
3246,1,880,117,38,1949,14-Sep-14,Sulphur
3247,2,1300,136,38,1949,14-Sep-14,Sulphur
2144,1,720,0,38,1949,14-Sep-14,Sulphur
2145,2,1320,131,38,1949,14-Sep-14,Sulphur
2146,2,1350,135,38,1949,14-Sep-14,Sulphur
2336,2,1270,131,38,1949,14-Sep-14,Sulphur
2337,1,1350,137,38,1949,14-Sep-14,Sulphur
5664,1,950,118,38,1949,14-Sep-14,Sulphur
2338,2,850,119,38,1949,14-Sep-14,Sulphur
2339,1,1370,142,38,1949,14-Sep-14,Sulphur
2340,2,1300,130,38,1949,14-Sep-14,Sulphur
2947,1,1500,140,38,1949,14-Sep-14,Sulphur
2867,1,1320,134,38,1949,14-Sep-14,Sulphur
2970,2,1950,0,38,1949,14-Sep-14,Sulphur
2341,2,1320,136,38,1949,14-Sep-14,Sulphur
2342,2,780,108,38,1949,14-Sep-14,Sulphur
2343,1,1700,141,38,1949,14-Sep-14,Sulphur
718,1,1560,136,38,1949,14-Sep-14,Sulphur
26526,2,1510,134,38,1949,14-Sep-14,Sulphur
26527,1,1560,137,38,1949,14-Sep-14,Sulphur
2961,2,1850,139,38,1949,14-Sep-14,Sulphur
26528,2,880,116,38,1949,14-Sep-14,Sulphur
26529,1,760,113,38,1949,14-Sep-14,Sulphur
3087,1,1560,136,38,1949,14-Sep-14,Sulphur
26530,2,1410,0,38,1949,14-Sep-14,Sulphur
2922,1,1460,135,38,1949,14-Sep-14,Sulphur
2964,2,1820,138,38,1949,14-Sep-14,Sulphur
2774,2,1540,124,38,1949,14-Sep-14,Sulphur
2923,1,1090,117,38,1949,14-Sep-14,Sulphur
3286,2,1190,128,38,1949,14-Sep-14,Sulphur
2321,2,1580,0,38,1949,14-Sep-14,Sulphur
28257,1,1560,138,38,1949,14-Sep-14,Sulphur
28259,2,920,116,38,1949,14-Sep-14,Sulphur
28260,2,1000,113,38,1949,14-Sep-14,Sulphur
22101,1,840,108,38,1949,14-Sep-14,Sulphur
26535,1,0,120,38,1949,14-Sep-14,Sulphur
26536,2,750,108,38,1949,14-Sep-14,Sulphur
3040,2,1160,129,38,1949,14-Sep-14,Sulphur
26537,1,900,110,38,1949,14-Sep-14,Sulphur
26538,2,900,105,38,1949,14-Sep-14,Sulphur
695,1,1310,137,34,1949,15-Sep-14,Chitty
3996,2,1750,141,34,1949,15-Sep-14,Chitty
3542,2,900,103,34,1949,15-Sep-14,Chitty
3561,2,1800,136,34,1949,15-Sep-14,Chitty
3274,2,1630,134,34,1949,15-Sep-14,Chitty
2906,2,1710,140,34,1949,15-Sep-14,Chitty
3543,1,1500,145,34,1949,15-Sep-14,Chitty
3544,2,1350,130,34,1949,15-Sep-14,Chitty
3545,1,1310,137,34,1949,15-Sep-14,Chitty
3548,2,1100,123,34,1949,15-Sep-14,Chitty
3546,1,1370,131,34,1949,15-Sep-14,Chitty
3547,1,910,113,34,1949,15-Sep-14,Chitty
2908,2,1350,136,34,1949,15-Sep-14,Chitty
2868,1,1480,134,34,1949,15-Sep-14,Chitty
2938,2,1700,135,34,1949,15-Sep-14,Chitty
2909,2,1260,129,34,1949,15-Sep-14,Chitty
2910,1,840,108,34,1949,15-Sep-14,Chitty
2940,1,1560,138,34,1949,15-Sep-14,Chitty
2911,2,1350,130,34,1949,15-Sep-14,Chitty
3442,1,1540,134,34,1949,15-Sep-14,Chitty
2912,1,1350,137,34,1949,15-Sep-14,Chitty
3995,1,1340,133,34,1949,15-Sep-14,Chitty
3138,1,1570,135,34,1949,15-Sep-14,Chitty
2943,2,1640,132,34,1949,15-Sep-14,Chitty
2913,2,1610,136,34,1949,15-Sep-14,Chitty
2914,2,1150,127,34,1949,15-Sep-14,Chitty
2944,2,1700,138,34,1949,15-Sep-14,Chitty
272,1,1640,139,34,1949,15-Sep-14,Chitty
3181,2,1640,138,34,1949,15-Sep-14,Chitty
3441,2,1750,141,34,1949,15-Sep-14,Chitty
2344,1,950,119,34,1949,15-Sep-14,Chitty
3022,1,1390,130,34,1949,15-Sep-14,Chitty
2345,2,1650,141,34,1949,15-Sep-14,Chitty
2945,1,1550,142,34,1949,15-Sep-14,Chitty
3563,2,1620,138,34,1949,15-Sep-14,Chitty
2346,2,1250,130,34,1949,15-Sep-14,Chitty
2347,1,1250,130,34,1949,15-Sep-14,Chitty
2348,1,950,114,34,1949,15-Sep-14,Chitty
2349,1,850,113,34,1949,15-Sep-14,Chitty
2350,1,900,110,34,1949,15-Sep-14,Chitty
26550,2,950,118,34,1949,15-Sep-14,Chitty
26549,1,900,112,34,1949,15-Sep-14,Chitty
26548,2,1500,138,34,1949,15-Sep-14,Chitty
26547,1,1040,125,34,1949,15-Sep-14,Chitty
3200,2,1630,136,34,1949,15-Sep-14,Chitty
5665,1,1700,141,34,1949,15-Sep-14,Chitty
798,1,1500,142,34,1949,15-Sep-14,Chitty
3098,2,1770,136,34,1949,15-Sep-14,Chitty
792,2,1890,140,34,1949,15-Sep-14,Chitty
3248,2,1510,138,34,1949,15-Sep-14,Chitty
3249,2,1280,135,34,1949,15-Sep-14,Chitty
3250,1,1150,128,34,1949,15-Sep-14,Chitty
27929,2,940,117,34,1949,15-Sep-14,Chitty
27930,1,1530,138,34,1949,15-Sep-14,Chitty
2957,2,2060,140,34,1949,15-Sep-14,Chitty
795,2,1590,135,34,1949,15-Sep-14,Chitty
5584,1,1440,133,34,1949,15-Sep-14,Chitty
2941,1,1580,132,34,1949,15-Sep-14,Chitty
2942,2,1560,136,34,1949,15-Sep-14,Chitty
5589,2,1780,136,34,1949,15-Sep-14,Chitty
3043,1,1490,135,34,1949,15-Sep-14,Chitty
27931,2,1040,118,34,1949,15-Sep-14,Chitty
27932,1,890,117,34,1949,15-Sep-14,Chitty
27933,1,700,108,34,1949,15-Sep-14,Chitty
3942,1,1390,132,34,1949,15-Sep-14,Chitty
3267,2,1420,0,34,1949,15-Sep-14,Chitty
2856,2,1900,141,34,1949,15-Sep-14,Chitty
2400,1,1220,135,34,1949,15-Sep-14,Chitty
3950,1,660,108,34,1949,15-Sep-14,Chitty
3600,1,1100,125,34,1949,15-Sep-14,Chitty
26546,2,1260,130,34,1949,15-Sep-14,Chitty
26545,1,960,115,34,1949,15-Sep-14,Chitty
3436,2,1460,124,34,1949,15-Sep-14,Chitty
26544,1,1050,119,34,1949,15-Sep-14,Chitty
26543,1,1010,120,34,1949,15-Sep-14,Chitty
26542,1,1020,116,34,1949,15-Sep-14,Chitty
3586,2,1600,132,34,1949,15-Sep-14,Chitty
27934,1,1210,130,34,1949,15-Sep-14,Chitty
27935,2,940,118,34,1949,15-Sep-14,Chitty
27936,2,1360,137,34,1949,15-Sep-14,Chitty
3023,1,1490,134,34,1949,15-Sep-14,Chitty
27937,1,940,117,34,1949,15-Sep-14,Chitty
27938,2,1490,130,34,1949,15-Sep-14,Chitty
3194,1,1670,138,34,1949,15-Sep-14,Chitty
27939,2,910,114,34,1949,15-Sep-14,Chitty
2921,1,1350,132,34,1949,15-Sep-14,Chitty
2307,2,1190,127,34,1949,15-Sep-14,Chitty
2915,1,1060,130,34,1949,15-Sep-14,Chitty
2308,1,1360,135,34,1949,15-Sep-14,Chitty
2916,2,1470,136,34,1949,15-Sep-14,Chitty
2917,1,1360,131,34,1949,15-Sep-14,Chitty
2918,1,850,126,34,1949,15-Sep-14,Chitty
2919,2,740,112,34,1949,15-Sep-14,Chitty
5666,2,1490,0,34,1949,15-Sep-14,Chitty
2762,1,1250,132,34,1949,15-Sep-14,Chitty
2920,2,1350,131,34,1949,15-Sep-14,Chitty
3495,1,1320,134,34,1949,15-Sep-14,Chitty
3599,2,795,113,34,1949,15-Sep-14,Chitty
3550,2,1365,137,34,1949,15-Sep-14,Chitty
5596,1,875,121,34,1949,15-Sep-14,Chitty
